hour, t(sec), V1, VAngle1, V2, VAngle2, I1, IAngle1, I2, IAngle2
3,180,251.471,-150.03,0,0,0.975314,-168.225,0.975314,11.7751
3,240,251.501,-150.031,0,0,0.975206,-168.226,0.975206,11.7743
3,300,251.514,-150.029,0,0,0.97515,-168.224,0.97515,11.7761
3,360,251.657,-150.031,0,0,0.974616,-168.226,0.974616,11.7744
3,420,251.655,-150.03,0,0,0.974602,-168.225,0.974602,11.7749
3,480,251.666,-150.02,0,0,0.974561,-168.216,0.974561,11.7843
3,540,251.828,-150.019,0,0,0.973959,-168.214,0.973959,11.7863
3,600,251.913,-150.019,0,0,0.973614,-168.214,0.973614,11.7865
3,660,251.921,-150.027,0,0,0.973573,-168.221,0.973573,11.7786
3,720,251.938,-150.029,0,0,0.973509,-168.224,0.973509,11.7759
3,780,251.938,-150.029,0,0,0.973505,-168.224,0.973505,11.7756
3,840,252.112,-150.047,0,0,0.19624,-168.241,0.19624,11.7593
3,900,252.087,-150.047,0,0,0.196254,-168.242,0.196254,11.7579
3,960,251.97,-150.043,0,0,0.196346,-168.238,0.196346,11.762
3,1020,251.976,-150.041,0,0,0.196343,-168.236,0.196343,11.7636
3,1080,251.843,-150.033,0,0,0.196442,-168.229,0.196442,11.7714
3,1140,251.829,-150.036,0,0,0.196456,-168.23,0.196456,11.7698
3,1200,251.837,-150.034,0,0,0.196451,-168.229,0.196451,11.7711
3,1260,251.909,-150.026,0,0,0.196398,-168.221,0.196398,11.7786
3,1320,251.885,-150.017,0,0,0.196414,-168.212,0.196414,11.7883
3,1380,251.869,-150.02,0,0,0.196425,-168.214,0.196425,11.7856
3,1440,251.871,-150.023,0,0,0.196425,-168.218,0.196425,11.7824
3,1500,251.746,-150.001,0,0,0.19652,-168.198,0.19652,11.8025
3,1560,251.726,-150.001,0,0,0.196537,-168.196,0.196537,11.8043
3,1620,252.179,-149.911,0,0,0.196186,-168.106,0.196186,11.8942
3,1680,252.193,-149.908,0,0,0.196175,-168.103,0.196175,11.8968
3,1740,252.205,-149.906,0,0,0.196165,-168.101,0.196165,11.8992
3,1800,252.191,-149.908,0,0,0.196174,-168.103,0.196174,11.8969
3,1860,252.135,-149.906,0,0,0.196218,-168.101,0.196218,11.8991
3,1920,252.16,-149.898,0,0,0.196201,-168.094,0.196201,11.9063
3,1980,252.17,-149.892,0,0,0.196193,-168.088,0.196193,11.9124
3,2040,252.17,-149.898,0,0,0.196192,-168.093,0.196192,11.9074
3,2100,252.146,-149.903,0,0,0.196209,-168.097,0.196209,11.9028
3,2160,252.212,-149.894,0,0,0.19616,-168.089,0.19616,11.9109
3,2220,252.212,-149.893,0,0,0.196159,-168.088,0.196159,11.9119
3,2280,252.136,-149.882,0,0,0.196216,-168.078,0.196216,11.9223
3,2340,252.005,-149.881,0,0,0.196316,-168.076,0.196316,11.9237
3,2400,252.087,-149.884,0,0,0.196258,-168.079,0.196258,11.9212
3,2460,251.999,-149.882,0,0,0.196322,-168.077,0.196322,11.9229
3,2520,252.012,-149.886,0,0,0.196315,-168.08,0.196315,11.9199
3,2580,252.073,-149.9,0,0,0.196268,-168.094,0.196268,11.9064
3,2640,251.985,-149.897,0,0,0.196332,-168.092,0.196332,11.9077
3,2700,252.022,-149.9,0,0,0.196308,-168.095,0.196308,11.9051
3,2760,251.999,-149.898,0,0,0.196324,-168.093,0.196324,11.9072
3,2820,251.536,-149.995,0,0,0.196684,-168.189,0.196684,11.8108
3,2880,251.489,-149.988,0,0,0.196722,-168.183,0.196722,11.8172
3,2940,251.488,-149.987,0,0,0.196723,-168.182,0.196723,11.818
3,3000,251.476,-149.99,0,0,0.196733,-168.184,0.196733,11.8157
3,3060,251.44,-149.989,0,0,0.19676,-168.184,0.19676,11.8162
3,3120,251.427,-149.994,0,0,0.196771,-168.188,0.196771,11.8116
3,3180,251.464,-150,0,0,0.196744,-168.195,0.196744,11.8053
3,3240,251.402,-150,0,0,0.196789,-168.195,0.196789,11.8053
3,3300,251.373,-149.995,0,0,0.196813,-168.19,0.196813,11.8096
3,3360,251.523,-150.008,0,0,0.196701,-168.202,0.196701,11.798
3,3420,251.54,-150.005,0,0,0.196684,-168.2,0.196684,11.8
3,3480,251.547,-150.013,0,0,0.196678,-168.207,0.196678,11.7932
3,3540,251.495,-150.019,0,0,0.196716,-168.213,0.196716,11.7868
4,0,251.472,-150.024,0,0,0.196735,-168.218,0.196735,11.7817
4,60,251.562,-150.047,0,0,0.196668,-168.24,0.196668,11.7599
4,120,251.646,-150.05,0,0,0.196603,-168.244,0.196603,11.7556
4,180,251.711,-150.048,0,0,0.196552,-168.243,0.196552,11.7572
4,240,251.512,-150.042,0,0,0.1967,-168.238,0.1967,11.7624
4,300,251.507,-150.038,0,0,0.196709,-168.233,0.196709,11.7672
4,360,251.629,-150.033,0,0,0.196618,-168.228,0.196618,11.7721
4,420,251.633,-150.037,0,0,0.196611,-168.232,0.196611,11.7683
4,480,251.671,-150.047,0,0,0.196583,-168.241,0.196583,11.7586
4,540,251.542,-150.042,0,0,0.975029,-168.237,0.975029,11.7633
4,600,251.542,-150.042,0,0,0.97504,-168.236,0.97504,11.7635
4,660,251.51,-150.041,0,0,0.975155,-168.236,0.975155,11.764
4,720,251.541,-150.045,0,0,0.975049,-168.239,0.975049,11.7607
4,780,251.594,-150.053,0,0,0.974847,-168.248,0.974847,11.7525
4,840,251.649,-150.045,0,0,0.974636,-168.24,0.974636,11.7599
4,900,251.644,-150.038,0,0,0.974644,-168.233,0.974644,11.7667
4,960,251.597,-150.032,0,0,0.974822,-168.227,0.974822,11.7728
4,1020,251.61,-150.033,0,0,0.974778,-168.228,0.974778,11.7725
4,1080,251.615,-150.025,0,0,0.974759,-168.22,0.974759,11.7799
4,1140,251.615,-150.025,0,0,0.974756,-168.219,0.974756,11.7805
4,1200,251.622,-150.015,0,0,0.974733,-168.21,0.974733,11.7896
4,1260,251.655,-150.015,0,0,0.974607,-168.21,0.974607,11.7903
4,1320,251.66,-150.021,0,0,0.974581,-168.216,0.974581,11.7843
4,1380,251.666,-150.016,0,0,0.974557,-168.211,0.974557,11.7886
4,1440,251.74,-150.021,0,0,0.974279,-168.216,0.974279,11.7843
4,1500,251.774,-150.043,0,0,0.974145,-168.236,0.974145,11.7639
4,1560,251.869,-150.049,0,0,0.973783,-168.243,0.973783,11.7568
4,1620,251.873,-150.054,0,0,0.973757,-168.248,0.973757,11.7517
4,1680,251.848,-150.059,0,0,0.973845,-168.253,0.973845,11.7466
4,1740,251.891,-150.057,0,0,0.973699,-168.252,0.973699,11.7478
4,1800,251.906,-150.037,0,0,0.973634,-168.232,0.973634,11.7675
4,1860,252.067,-150.046,0,0,0.196274,-168.24,0.196274,11.76
4,1920,251.881,-150.04,0,0,0.196412,-168.235,0.196412,11.7651
4,1980,251.858,-150.033,0,0,0.196435,-168.229,0.196435,11.7713
4,2040,251.842,-150.036,0,0,0.196446,-168.231,0.196446,11.7692
4,2100,251.848,-150.026,0,0,0.196444,-168.222,0.196444,11.7782
4,2160,251.864,-150.023,0,0,0.196431,-168.218,0.196431,11.7819
4,2220,251.866,-150.025,0,0,0.196429,-168.22,0.196429,11.7803
4,2280,251.857,-150.042,0,0,0.196435,-168.235,0.196435,11.7647
4,2340,251.721,-150.029,0,0,0.196539,-168.224,0.196539,11.7755
4,2400,251.66,-150.031,0,0,0.196588,-168.226,0.196588,11.7743
4,2460,251.66,-150.031,0,0,0.19659,-168.226,0.19659,11.7742
4,2520,251.673,-150.022,0,0,0.196581,-168.217,0.196581,11.7829
4,2580,251.655,-150.018,0,0,0.196592,-168.213,0.196592,11.7869
4,2640,251.647,-150.008,0,0,0.1966,-168.204,0.1966,11.7964
4,2700,251.613,-150.012,0,0,0.196625,-168.207,0.196625,11.7929
4,2760,251.613,-150.012,0,0,0.196626,-168.207,0.196626,11.7927
4,2820,251.605,-150.011,0,0,0.196632,-168.206,0.196632,11.7945
4,2880,251.59,-150.01,0,0,0.196643,-168.205,0.196643,11.7953
4,2940,251.481,-150.008,0,0,0.196725,-168.203,0.196725,11.7965
4,3000,251.568,-150.011,0,0,0.196663,-168.206,0.196663,11.7939
4,3060,251.489,-150.009,0,0,0.19672,-168.204,0.19672,11.7955
4,3120,251.504,-150.02,0,0,0.196711,-168.214,0.196711,11.7857
4,3180,251.54,-150.024,0,0,0.196685,-168.218,0.196685,11.7816
4,3240,251.573,-150.028,0,0,0.196658,-168.223,0.196658,11.7772
4,3300,251.584,-150.033,0,0,0.196649,-168.228,0.196649,11.7722
4,3360,251.577,-150.033,0,0,0.196654,-168.228,0.196654,11.7719
4,3420,251.495,-150.033,0,0,0.196716,-168.228,0.196716,11.7719
4,3480,251.452,-150.038,0,0,0.19675,-168.232,0.19675,11.7678
4,3540,251.44,-150.039,0,0,0.19676,-168.234,0.19676,11.7663
5,0,251.391,-150.023,0,0,0.196798,-168.219,0.196798,11.7813
5,60,251.369,-150.014,0,0,0.196816,-168.209,0.196816,11.791
5,120,251.414,-150.018,0,0,0.196783,-168.213,0.196783,11.7871
5,180,251.415,-150.019,0,0,0.196781,-168.214,0.196781,11.7863
5,240,251.299,-150.016,0,0,0.196868,-168.211,0.196868,11.7892
5,300,251.179,-150.01,0,0,0.196963,-168.206,0.196963,11.7942
5,360,251.215,-150.011,0,0,0.196939,-168.206,0.196939,11.7938
5,420,251.259,-150.007,0,0,0.196905,-168.202,0.196905,11.7978
5,480,251.267,-150.006,0,0,0.196897,-168.201,0.196897,11.7986
5,540,251.288,-149.998,0,0,0.196882,-168.194,0.196882,11.8063
5,600,251.31,-150.003,0,0,0.196864,-168.198,0.196864,11.8023
5,660,251.4,-149.993,0,0,0.196796,-168.189,0.196796,11.8112
5,720,251.387,-149.996,0,0,0.196802,-168.19,0.196802,11.8095
5,780,251.434,-150.005,0,0,0.196767,-168.199,0.196767,11.8007
5,840,251.476,-150.007,0,0,0.196734,-168.201,0.196734,11.7986
5,900,251.45,-150.016,0,0,0.196752,-168.21,0.196752,11.7898
5,960,251.485,-150.008,0,0,0.196728,-168.203,0.196728,11.7965
5,1020,251.419,-150.007,0,0,0.196776,-168.202,0.196776,11.7979
5,1080,251.43,-150.005,0,0,0.19677,-168.2,0.19677,11.7996
5,1140,251.547,-150.003,0,0,0.196682,-168.198,0.196682,11.8025
5,1200,251.568,-149.998,0,0,0.196662,-168.193,0.196662,11.8066
5,1260,251.667,-149.998,0,0,0.196587,-168.193,0.196587,11.8067
5,1320,251.667,-149.998,0,0,0.196584,-168.193,0.196584,11.8066
5,1380,251.681,-150.006,0,0,0.196573,-168.2,0.196573,11.7996
5,1440,251.702,-150.005,0,0,0.196558,-168.2,0.196558,11.7999
5,1500,251.797,-150.006,0,0,0.196486,-168.201,0.196486,11.7989
5,1560,251.918,-150.009,0,0,0.196392,-168.203,0.196392,11.7968
5,1620,252.233,-149.96,0,0,0.196144,-168.155,0.196144,11.8446
5,1680,252.238,-149.964,0,0,0.196139,-168.158,0.196139,11.8418
5,1740,252.203,-149.97,0,0,0.196165,-168.164,0.196165,11.8359
5,1800,251.929,-150.031,0,0,0.196378,-168.226,0.196378,11.7745
5,1860,251.88,-150.04,0,0,0.196415,-168.235,0.196415,11.7652
5,1920,251.912,-150.048,0,0,0.196394,-168.242,0.196394,11.7577
5,1980,251.922,-150.041,0,0,0.196386,-168.236,0.196386,11.7636
5,2040,252.015,-150.146,0,0,0.196313,-168.341,0.196313,11.6595
5,2100,252.133,-150.149,0,0,0.196224,-168.344,0.196224,11.656
5,2160,252.126,-150.155,0,0,0.196226,-168.349,0.196226,11.6508
5,2220,252.052,-150.049,0,0,0.196284,-168.244,0.196284,11.7557
5,2280,252.087,-150.05,0,0,0.196258,-168.245,0.196258,11.7553
5,2340,252.118,-150.048,0,0,0.196234,-168.243,0.196234,11.757
5,2400,252.132,-150.053,0,0,0.196222,-168.248,0.196222,11.7523
5,2460,252.185,-150.056,0,0,0.196183,-168.251,0.196183,11.7493
5,2520,252.159,-150.06,0,0,0.196199,-168.254,0.196199,11.7456
5,2580,252.255,-150.055,0,0,0.19613,-168.25,0.19613,11.7497
5,2640,252.338,-150.043,0,0,0.196066,-168.239,0.196066,11.7612
5,2700,252.355,-150.023,0,0,0.19605,-168.219,0.19605,11.7812
5,2760,252.344,-150.025,0,0,0.196056,-168.22,0.196056,11.7804
5,2820,252.286,-150.04,0,0,0.196098,-168.234,0.196098,11.7656
5,2880,252.274,-150.044,0,0,0.19611,-168.238,0.19611,11.7617
5,2940,252.282,-150.053,0,0,0.196104,-168.247,0.196104,11.7527
5,3000,252.236,-150.039,0,0,0.196139,-168.235,0.196139,11.7647
5,3060,252.243,-150.033,0,0,0.196135,-168.228,0.196135,11.7715
5,3120,252.245,-150.033,0,0,0.196134,-168.228,0.196134,11.7722
5,3180,252.081,-150.028,0,0,0.196257,-168.223,0.196257,11.7772
5,3240,252.095,-150.007,0,0,0.196251,-168.203,0.196251,11.7966
5,3300,251.029,-149.969,0,0,0.197082,-168.164,0.197082,11.8363
5,3360,250.995,-149.968,0,0,0.197109,-168.163,0.197109,11.8372
5,3420,250.943,-149.985,0,0,0.197148,-168.179,0.197148,11.8208
5,3480,252.32,-149.962,0,0,0.196077,-168.157,0.196077,11.8431
5,3540,252.184,-149.978,0,0,0.196174,-168.172,0.196174,11.8278
6,0,252.075,-149.977,0,0,0.196261,-168.173,0.196261,11.8274
6,60,251.854,-150.11,0,0,0.196437,-168.304,0.196437,11.6957
6,120,251.822,-150.106,0,0,0.196463,-168.301,0.196463,11.6985
6,180,251.793,-150.104,0,0,0.196484,-168.299,0.196484,11.7006
6,240,251.719,-150.007,0,0,0.196544,-168.203,0.196544,11.7974
6,300,251.573,-150.013,0,0,0.196651,-168.207,0.196651,11.7927
6,360,251.565,-150.014,0,0,0.196664,-168.209,0.196664,11.7908
6,420,251.542,-150.015,0,0,0.196681,-168.21,0.196681,11.7901
6,480,251.556,-150.016,0,0,0.196671,-168.211,0.196671,11.789
6,540,251.598,-150.017,0,0,0.196639,-168.212,0.196639,11.7878
6,600,251.493,-150.008,0,0,0.196717,-168.204,0.196717,11.7965
